-0.65475, -9.91389
-0.18581, 9.99309
2.95260, -8.07022
-2.08343, -9.09050
0.08442, 9.99857
0.98727, -9.80312
-4.71980, -3.30061
0.48465, 9.95291
0.27421, -9.98495
-3.65191, 6.83039
1.59838, 9.47527
-0.02218, -9.99990
-1.30679, 9.65242
4.15766, 5.55477
-0.35279, -9.97508
-0.38454, 9.97038
4.32572, -5.01522
-1.21426, -9.70064
-0.03826, 9.99971
1.71631, -9.39240
-3.46459, -7.21016
0.24902, 9.98759
0.52544, -9.94463
-4.82568, 2.61751
0.91567, 9.83088
0.10179, -9.99793
-2.22969, 8.95064
2.77648, 8.31653
-0.16519, -9.99454
-0.70764, 9.89934
4.99941, 0.15321
-0.68555, -9.90556
-0.17350, 9.99398
2.84787, -8.21940
-2.16894, -9.01015
0.09462, 9.99821
0.94437, -9.82001
-4.78504, -2.90062
0.50842, 9.94817
0.25915, -9.98656
-3.54126, 7.05960
1.66719, 9.42772
-0.03166, -9.99980
-1.25137, 9.68175
4.25825, 5.24112
-0.37130, -9.97239
-0.36553, 9.97324
4.22768, -5.33919
-1.26819, -9.67299
-0.02874, 9.99983
1.64575, -9.44277
-3.57532, -6.99060
0.26373, 9.98608
0.50100, -9.94967
-4.76578, 3.02481
0.95738, 9.81497
0.09146, -9.99833
-2.14236, 9.03555
2.87989, 8.17465
-0.17725, -9.99371
-0.67594, 9.90820
4.99791, -0.28928
-0.71765, -9.89646
-0.16154, 9.99478
2.74508, -8.35812
-2.25708, -8.92314
0.10501, 9.99779
0.90318, -9.83550
-4.84249, -2.49025
0.53315, 9.94299
0.24459, -9.98803
-3.43057, 7.27495
1.73852, 9.37604
-0.04121, -9.99966
-1.19809, 9.70867
4.35506, 4.91261
-0.39054, -9.96945
-0.34723, 9.97586
4.12606, -5.64822
-1.32428, -9.64288
-0.01928, 9.99993
1.57771, -9.48911
-3.68587, -6.75703
0.27895, 9.98443
0.47753, -9.95429
-4.69825, 3.42137
1.00082, 9.79762
0.08131, -9.99868
-2.05766, 9.11395
2.98518, 8.02215
-0.18966, -9.99280
-0.64553, 9.91631
4.98664, -0.73064
-0.75108, -9.88653
-0.14989, 9.99551
2.64441, -8.48695
-2.34783, -8.82898
0.11560, 9.99733
0.86364, -9.84970
-4.89163, -2.07074
0.55891, 9.93733
0.23051, -9.98937
-3.32025, 7.47688
1.81243, 9.31989
-0.05083, -9.99948
-1.14687, 9.73338
4.44746, 4.56951
-0.41052, -9.96624
-0.32960, 9.97825
4.02151, -5.94220
-1.38259, -9.61009
-0.00985, 9.99998
